time,temperature_2m (Â°C),precipitation (mm),surface_pressure (hPa),pressure_msl (hPa),wind_speed_10m (km/h),soil_temperature_0_to_7cm (Â°C),relative_humidity_2m (%),dew_point_2m (Â°C),apparent_temperature (Â°C),wind_direction_10m (Â°),wind_gusts_10m (km/h),cloud_cover (%)
2022-03-08T00:00,-0.2,0,1015.5,1021.5,3.1,2.4,78,-3.6,-3.3,201,7.6,98
2022-03-08T06:00,0.2,0,1016.5,1022.5,11.5,1,68,-4.9,-4.3,51,16.6,97
2022-03-08T12:00,7.4,0,1017.4,1023.2,15.8,6.8,45,-3.8,2.5,47,35.3,0
2022-03-08T18:00,5.1,0,1016.5,1022.4,5.4,6.6,48,-5,1.5,312,16.2,0
2022-03-09T00:00,-0.6,0,1018.2,1024.2,8.4,2.2,61,-7.1,-4.8,250,15.1,71
2022-03-09T06:00,-0.5,0,1018.2,1024.2,9.2,1.3,64,-6.4,-4.8,281,15.5,81
2022-03-09T12:00,10.2,0,1019.5,1025.3,6.8,7.8,41,-2.3,6.8,335,23,0
2022-03-09T18:00,10,0,1017.7,1023.5,3,8.2,40,-2.9,7,166,3.6,0
2022-03-10T00:00,1,0,1019.6,1025.6,7.3,3.5,65,-4.9,-2.8,213,14,0
2022-03-10T06:00,-1.9,0,1019.5,1025.5,5.7,2.5,81,-4.8,-5.4,235,10.4,0
2022-03-10T12:00,12.1,0,1020,1025.8,3.2,9.2,43,0,9.5,360,14.4,0
2022-03-10T18:00,7.3,0,1018.5,1024.3,8.5,9.4,62,0.6,4.1,126,15.8,0
2022-03-11T00:00,3.7,0,1020.6,1026.5,9.7,4.9,76,-0.2,0.1,129,17.3,0
2022-03-11T06:00,3,0,1020.4,1026.3,11.8,4.2,78,-0.5,-1,117,20.9,9
2022-03-11T12:00,10.4,0,1021.8,1027.6,19.3,9.4,53,1.4,5.7,104,40,18
2022-03-11T18:00,6.3,0,1021.1,1027,13.4,8.8,54,-2.2,2,96,29.5,100
2022-03-12T00:00,0.9,0,1022.7,1028.7,6.5,4.2,62,-5.5,-2.8,214,12.2,39
2022-03-12T06:00,-1.2,0,1021.8,1027.8,1.6,2.3,83,-3.8,-4.1,207,5.8,74
2022-03-12T12:00,9.9,0,1022.6,1028.4,8.9,8.8,46,-1,6.3,76,22.7,74
2022-03-12T18:00,5.6,0,1021.4,1027.3,10.5,7.8,55,-2.8,1.5,94,27,99
2022-03-13T00:00,-0.6,0,1021.9,1027.9,4.6,2.9,86,-2.7,-3.8,198,10.8,2
2022-03-13T06:00,-2.7,0,1020.6,1026.7,3.2,0.9,90,-4.2,-5.9,243,4.7,0
2022-03-13T12:00,9.6,0,1021,1026.8,11.2,8.1,50,-0.3,5.7,92,26.6,0
2022-03-13T18:00,6.6,0,1020.9,1026.8,7.6,8.4,71,1.6,3.6,85,28.1,1
2022-03-14T00:00,-0.7,0,1022.8,1028.8,3.6,3.4,95,-1.4,-3.5,233,8.3,0
2022-03-14T06:00,1.2,0,1024.5,1030.5,6.8,3.1,89,-0.3,-1.9,273,11.2,14
2022-03-14T12:00,11.6,0,1027.6,1033.4,6.9,9.4,60,4.1,9.1,332,21.2,3
2022-03-14T18:00,8.9,0,1027.6,1033.5,6.6,10.2,74,4.4,6.6,119,16.9,96
2022-03-15T00:00,2.8,0,1029.7,1035.7,1.3,5,96,2.2,0.8,214,4,100
2022-03-15T06:00,1.9,0,1029.2,1035.2,4.9,3.9,92,0.8,-0.9,234,8.3,100
2022-03-15T12:00,12.6,0,1028.7,1034.5,3.8,10.4,63,5.7,10.9,17,14.8,100
2022-03-15T18:00,9.4,0,1025.5,1031.3,7.2,11.2,87,7.3,7.7,108,10.4,1
2022-03-16T00:00,6.6,0,1023.5,1029.4,9.7,6.8,89,4.9,4,228,16.6,48
2022-03-16T06:00,4.8,0,1020.8,1026.7,10.4,6.2,93,3.7,1.7,224,20.5,10
2022-03-16T12:00,16.1,0,1019.6,1025.3,4.8,12.6,60,8.5,15,318,15.8,89
2022-03-16T18:00,11.9,0,1018.2,1023.9,11,12.9,76,7.8,9.7,128,27,76
2022-03-17T00:00,8,0,1019.5,1025.3,8.4,9,86,5.8,5.7,137,11.5,99
2022-03-17T06:00,9.1,0,1020.2,1026,4.8,9.1,94,8.1,7.9,132,7.2,100
2022-03-17T12:00,14.4,0,1021,1026.7,11.1,13.1,65,7.8,12.2,77,24.8,100
2022-03-17T18:00,10.6,0,1021,1026.8,4.3,12.5,72,5.9,9,85,17.6,100
2022-03-18T00:00,6.6,0,1022.6,1028.5,5,8.2,85,4.2,4.4,300,10.1,100
2022-03-18T06:00,5.9,0,1023.7,1029.6,8.9,6.7,85,3.7,3.2,339,11.9,100
2022-03-18T12:00,12.6,0,1026.3,1032.1,17.2,11.6,59,4.9,8.9,74,35.6,100
2022-03-18T18:00,10.2,0,1026.6,1032.4,8.7,11.4,65,4,7.6,52,23.4,100
2022-03-19T00:00,6.1,0,1029.2,1035.1,8,7.2,85,3.8,3.5,63,13.3,5
2022-03-19T06:00,5.5,0,1028.5,1034.4,7.9,6.8,88,3.7,2.9,39,16.9,86
2022-03-19T12:00,12.4,0,1027.6,1033.4,9.8,12.1,52,2.8,9.4,66,24.5,56
2022-03-19T18:00,8.6,0,1026.3,1032.2,7.6,11.1,63,2,5.7,82,23.8,3
2022-03-20T00:00,7,0,1028.4,1034.3,1.1,5.7,75,2.8,5.2,252,10.1,4
2022-03-20T06:00,1.4,0,1028.3,1034.3,11.2,4.7,99,1.2,-2.2,266,18.7,0
2022-03-20T12:00,12.3,0.3,1029.5,1035.3,13.5,11,53,2.9,8.7,61,29.2,37
2022-03-20T18:00,8.6,0.2,1028.9,1034.8,7.1,10.7,58,0.9,5.6,66,20.2,1
2022-03-21T00:00,5.3,0,1030.3,1036.3,2.5,4.8,72,0.7,2.9,270,5.4,64
2022-03-21T06:00,0.4,0,1030.2,1036.3,7.6,3.3,86,-1.5,-3,251,14,0
2022-03-21T12:00,11.5,0,1031.2,1037,7.8,10.4,47,0.4,8.3,22,21.6,0
2022-03-21T18:00,7.2,0,1028.4,1034.3,7.9,10.5,67,1.5,4.2,66,15.5,0
2022-03-22T00:00,0.8,0,1029.4,1035.4,6.1,4.2,77,-2.8,-2.6,242,10.4,0
2022-03-22T06:00,0.6,0,1028.8,1034.8,9.4,2.8,62,-5.8,-3.7,272,15.8,0
2022-03-22T12:00,12.6,0,1029.7,1035.5,7.4,10.6,52,3,9.9,14,20.9,0
2022-03-22T18:00,8.1,0,1027.4,1033.3,7.9,10.6,66,2.2,5.2,60,11.5,0
2022-03-23T00:00,2.5,0,1027.4,1033.4,8.6,4.8,65,-3.5,-1.4,237,15.1,0
2022-03-23T06:00,3,0,1026,1032,10,4,47,-7.3,-1.4,255,18,0
2022-03-23T12:00,15,0,1026.1,1031.8,10.7,11.4,36,-0.2,11.3,318,27.7,0
2022-03-23T18:00,15.2,0,1022.7,1028.4,3.9,12.4,33,-0.9,12.4,304,6.1,0
2022-03-24T00:00,6.6,0,1022.7,1028.6,9.8,7.2,55,-2,2.7,234,17.6,0
2022-03-24T06:00,4.3,0,1021.6,1027.5,9.4,5.7,56,-3.8,0.3,238,15.5,0
2022-03-24T12:00,19.4,0,1021.8,1027.4,1.6,14.2,30,1.5,17.2,297,15.1,0
2022-03-24T18:00,13.7,0,1019.6,1025.3,6.4,14.8,59,5.9,11.8,133,14.4,0
2022-03-25T00:00,9.2,0,1020.1,1025.9,10.7,9.1,48,-1.2,5.3,220,18,0
2022-03-25T06:00,6,0,1019.4,1025.3,7.1,6.8,49,-3.8,2.3,246,14.8,0
2022-03-25T12:00,19.3,0,1020.1,1025.7,7.5,14.9,32,2.1,16.4,325,19.4,36
2022-03-25T18:00,14,0,1018.3,1024,5.8,15.5,60,6.3,12.2,150,15.8,82
2022-03-26T00:00,5.9,0,1019.3,1025.2,4.6,9.2,79,2.5,3.6,225,12.2,81
2022-03-26T06:00,5.3,0,1020.1,1026,7.3,7.3,66,-0.6,2,261,11.5,0
2022-03-26T12:00,19.1,0,1021.3,1026.9,4.7,15.4,33,2.3,16.7,337,17.3,0
2022-03-26T18:00,13.4,0,1020.3,1026,6,15.6,63,6.5,11.7,123,14,0
2022-03-27T00:00,4.2,0,1021.8,1027.7,3.9,8.4,75,0.2,1.5,202,10.8,0
2022-03-27T06:00,3.4,0,1021.8,1027.7,7.2,6.2,59,-4,-0.3,267,8.3,29
2022-03-27T12:00,17.4,0,1022.7,1028.4,9,14.9,50,6.9,15.3,74,23,13
2022-03-27T18:00,11.6,0,1021.2,1027,4,14.4,80,8.2,10.5,95,17.6,42
2022-03-28T00:00,6.8,0,1022.2,1028.1,3.2,8.4,99,6.8,5.6,153,4.7,93
2022-03-28T06:00,4.9,0,1020.9,1026.8,7.4,6.9,83,2.3,2.1,231,10.8,99
2022-03-28T12:00,17.8,0,1020.1,1025.7,10,15.3,46,5.9,15.3,75,24.5,0
2022-03-28T18:00,11.9,0,1016.3,1022,7.6,14.6,79,8.4,10.4,98,20.2,0
2022-03-29T00:00,5.7,0,1013.4,1019.2,7.4,8.4,82,2.8,2.9,223,13.7,0
2022-03-29T06:00,6.1,0,1011.2,1017,7.6,7.1,88,4.2,3.6,273,13.7,100
2022-03-29T12:00,17.5,0,1009.4,1015,8.4,14.9,52,7.5,15.7,50,22,100
2022-03-29T18:00,12.6,0,1005.3,1011,9.7,14.7,53,3.4,9.6,121,22.3,95
2022-03-30T00:00,7.8,0,1003.8,1009.6,9,9.3,84,5.2,5.3,182,16.2,100
2022-03-30T06:00,7.3,0,1001.5,1007.2,5.6,8.7,84,4.8,5.2,207,11.5,100
2022-03-30T12:00,15.9,0.1,999.2,1004.8,3.1,14.1,55,6.7,14.6,69,13.7,100
2022-03-30T18:00,10.6,1.4,995.9,1001.5,8.7,10.9,84,8.1,8.9,114,18.7,100
2022-03-31T00:00,9.6,7.6,992.7,998.4,5.3,9.6,97,9.1,8.5,62,13.7,100
2022-03-31T06:00,9.5,6.6,987.9,993.5,7.6,9.8,99,9.4,8.2,329,12.6,100
2022-03-31T12:00,12.6,1.8,986.7,992.3,13.1,11.9,82,9.7,10.7,328,28.8,100
2022-03-31T18:00,10.7,3.8,986.3,991.9,5.6,11,91,9.3,9.7,285,16.6,100
2022-04-01T00:00,8,0,987.2,992.9,2.9,9.4,99,7.8,7,173,7.2,100
2022-04-01T06:00,7.1,0,986.4,992.1,5.8,8.1,94,6.2,5.3,184,10.8,100
2022-04-01T12:00,17.1,0.2,987.1,992.6,13.6,14.4,43,4.3,13.8,230,29.9,100
2022-04-01T18:00,12.4,0.2,988.5,994.1,7.7,13.4,58,4.3,9.9,259,25.9,100
2022-04-02T00:00,6.7,0.1,992.1,997.8,6.3,9.1,71,1.7,3.9,204,12.2,61
2022-04-02T06:00,4.8,0,992.4,998.1,10.6,7.7,64,-1.5,1,190,20.2,3
2022-04-02T12:00,12.1,0,994.2,999.8,12.2,13.2,41,-0.8,8,199,27.4,94
2022-04-02T18:00,9.4,0.8,995.7,1001.4,6.6,11.9,59,1.8,6.6,202,12.6,95
2022-04-03T00:00,2.8,0,1001.4,1007.2,6.9,7,93,1.9,0,242,9.7,33
2022-04-03T06:00,4.3,1.5,1005.5,1011.3,7.1,6.2,94,3.5,1.8,294,12.6,89
2022-04-03T12:00,10.1,0.7,1009.9,1015.6,11.8,10.8,64,3.8,7,78,27.7,38
2022-04-03T18:00,8.6,0,1009.9,1015.7,9.7,11.1,70,3.3,5.6,94,24.5,15
2022-04-04T00:00,4,0,1012.3,1018.2,5,6.8,94,3,1.6,159,9,84
2022-04-04T06:00,3.1,0.8,1012.3,1018.2,5.1,5.6,99,2.9,0.7,262,9.4,7
2022-04-04T12:00,13.1,0.1,1012.6,1018.3,5,12.9,57,4.8,11.1,21,17.3,23
2022-04-04T18:00,10.1,4.2,1010.4,1016.1,3.7,11.9,84,7.5,9,101,11.9,5
2022-04-05T00:00,3.7,0,1010.1,1016,6.3,6.8,97,3.2,1.2,211,11.9,0
2022-04-05T06:00,3.3,0,1008.4,1014.3,7.7,5.8,92,2.2,0.5,217,14,0
2022-04-05T12:00,15.4,0,1008.1,1013.7,3.7,13.9,48,4.3,13.5,61,15.5,0
2022-04-05T18:00,12,0,1006,1011.7,8.4,13.4,70,6.8,10,121,22.3,0
2022-04-06T00:00,4.7,0,1006.8,1012.6,7.7,7.8,83,2,1.7,221,12.6,0
2022-04-06T06:00,3.3,0,1005.7,1011.6,6.1,6.2,69,-1.8,0,220,9.7,0
2022-04-06T12:00,16.4,0,1004.9,1010.5,3.6,13.9,45,4.3,14.5,53,15.5,100
2022-04-06T18:00,11.9,0,1000.7,1006.3,2.5,13.1,86,9.8,11.5,360,9.7,100
2022-04-07T00:00,9.2,2.3,1000.8,1006.5,11.3,9.6,84,6.7,6.8,243,19.1,100
2022-04-07T06:00,7.5,0,999.4,1005.1,12.6,8.1,85,5.2,4.5,250,21.6,86
2022-04-07T12:00,18.3,0,1000.1,1005.6,13.8,15.1,46,6.5,15.4,255,29.5,22
2022-04-07T18:00,14.9,0,997.5,1003.1,24.7,15.1,57,6.6,10.4,226,49.7,83
2022-04-08T00:00,14.7,0,998,1003.6,34.1,13.2,59,6.8,8.9,231,64.1,85
2022-04-08T06:00,14.4,0,998.9,1004.5,27.8,13.1,63,7.4,9.6,223,54.4,100
2022-04-08T12:00,20.6,0,999.3,1004.8,23.9,17.5,48,9.3,17,236,49.3,84
2022-04-08T18:00,18.3,0,997.2,1002.7,17.4,18.1,54,8.7,15.4,232,29.5,99
2022-04-09T00:00,16.2,0,994,999.5,44.7,15.4,52,6.3,8.8,233,78.5,91
2022-04-09T06:00,15.2,0,993.2,998.7,32.2,14.9,58,7.2,9.8,230,67,94
2022-04-09T12:00,18.9,0,995,1000.5,28,18,43,6.1,13.8,238,61.6,100
2022-04-09T18:00,10.6,0.1,999.6,1005.3,23.9,16.3,77,6.8,6.3,12,54.4,39
2022-04-10T00:00,7.3,2.7,1007.6,1013.4,10.4,9.5,70,2.3,4.1,304,17.3,100
2022-04-10T06:00,3.9,0,1011.8,1017.7,11.8,6.7,95,3.2,0.6,290,23.8,3
2022-04-10T12:00,13.2,0,1013.7,1019.4,7.4,13.4,39,-0.4,10,317,22.3,3
2022-04-10T18:00,11.8,0,1013,1018.7,7.8,13.9,47,0.9,8.7,112,13.3,0
2022-04-11T00:00,4.3,0,1015.7,1021.6,9.8,8.3,62,-2.2,0.4,186,16.6,0
2022-04-11T06:00,4.1,0,1015.8,1021.7,7,6.8,67,-1.4,0.8,201,13.3,82
2022-04-11T12:00,17.9,0,1016.2,1021.8,4.7,15.2,35,2.4,15.5,23,15.8,0
2022-04-11T18:00,12.9,0,1014.4,1020.1,8,14.4,53,3.5,10.2,126,20.9,5
2022-04-12T00:00,8.5,0,1015.5,1021.3,10.7,9.6,67,2.7,5.3,213,18.4,54
2022-04-12T06:00,4.8,0,1014.6,1020.5,6.8,7.2,80,1.7,2,270,11.2,0
2022-04-12T12:00,18,0,1014.9,1020.5,4.3,15.8,36,2.8,15.7,48,15.5,33
2022-04-12T18:00,13.7,0,1013.5,1019.2,8.3,15.2,63,6.8,11.7,92,23.8,100
2022-04-13T00:00,6.7,0,1013.8,1019.6,2.5,9.9,95,5.9,5.3,225,6.1,100
2022-04-13T06:00,6.9,0,1013.3,1019.1,6.5,9.1,91,5.6,4.9,273,11.9,100
2022-04-13T12:00,17.4,0,1014.1,1019.7,8.4,16,61,9.8,16.1,59,22.7,84
2022-04-13T18:00,13.4,0,1013.1,1018.8,8.4,15.2,74,8.9,11.9,80,19.8,100
2022-04-14T00:00,10.2,0,1014.3,1020.1,2.9,10.5,92,9,9.5,187,6.5,97
2022-04-14T06:00,6.2,0,1013.8,1019.6,4.3,8.4,89,4.6,4.3,228,8.6,2
2022-04-14T12:00,18.5,0,1014.2,1019.8,8.5,16.5,43,5.5,16.1,78,22,16
2022-04-14T18:00,14.4,0,1013.4,1019.1,6.6,15.9,53,5,12.2,103,19.4,2
2022-04-15T00:00,6.7,0,1014.7,1020.5,5.4,9.8,89,4.9,4.7,188,7.9,97
2022-04-15T06:00,7.1,0,1014.6,1020.4,5.8,8.4,82,4.2,4.8,270,9.7,100
2022-04-15T12:00,18.9,0,1014.5,1020.1,10,16.9,52,8.6,17,69,24.8,0
2022-04-15T18:00,15.4,0,1012.6,1018.2,6.1,16.8,62,8.2,14.1,93,16.9,0
2022-04-16T00:00,8.3,0,1013.1,1018.9,4.7,10.6,92,7,6.8,238,7.2,5
2022-04-16T06:00,9.4,0,1012.1,1017.9,6.2,9.6,71,4.4,7.1,260,10.4,100
2022-04-16T12:00,17.8,0,1013.3,1018.9,16.3,17,57,9.2,15.2,84,36.7,11
2022-04-16T18:00,15.5,0,1012.2,1017.8,11.7,16.4,53,6,12.8,81,26.3,100
2022-04-17T00:00,11.3,0,1016.7,1022.5,22.4,12.6,54,2.5,6.3,75,40.7,45
2022-04-17T06:00,8.6,0,1015.8,1021.6,14,10.6,54,-0.1,4.5,46,25.9,21
2022-04-17T12:00,12.4,0,1014.9,1020.6,18.7,14.8,43,0.3,7.6,50,42.1,2
2022-04-17T18:00,11.8,0,1011.3,1017,8.7,14.6,43,-0.3,8.5,95,21.2,0
2022-04-18T00:00,8,0,1012.9,1018.7,8.7,9.9,53,-0.9,4.5,45,15.8,0
2022-04-18T06:00,4.3,0,1011.6,1017.5,10.5,6.6,72,-0.2,0.7,266,17.3,0
2022-04-18T12:00,14.6,0,1011,1016.7,12.3,14.8,36,-0.6,10.6,50,29.5,3
2022-04-18T18:00,12.2,0,1008.5,1014.2,7.7,14.6,43,-0.1,9.1,118,20.9,100
2022-04-19T00:00,7.1,0,1008.8,1014.6,10.1,9.4,50,-2.8,3.1,180,18.7,19
2022-04-19T06:00,5.4,0,1006.2,1012,6,7.1,61,-1.5,2.2,205,12.2,47
2022-04-19T12:00,20.1,0,1004.3,1009.8,9.6,16.5,37,4.9,17.5,304,23,99
2022-04-19T18:00,15.6,0,1001.8,1007.4,7.7,16.2,55,6.5,13.6,131,24.5,57
2022-04-20T00:00,10.7,0,1003.9,1009.6,10.2,10.3,65,4.4,7.9,280,16.2,89
2022-04-20T06:00,8.4,0,1006.8,1012.6,8.1,10,94,7.5,6.6,32,14.8,96
2022-04-20T12:00,13.9,0.3,1008.3,1014,16.8,14.1,71,8.7,11.1,81,36,100
2022-04-20T18:00,12.6,0,1007,1012.7,12.3,14.5,68,6.8,9.9,97,29.5,100
2022-04-21T00:00,7.8,0,1006.4,1012.2,6.8,10.5,95,7.1,6.1,93,9.7,100
2022-04-21T06:00,10.5,1.2,1004.6,1010.3,9.7,10.8,93,9.4,8.9,94,17.6,100
2022-04-21T12:00,12.9,1.6,1003.5,1009.1,21,12.6,82,9.9,9.8,96,39.6,100
2022-04-21T18:00,11.6,5.2,1000.5,1006.2,19,12,95,10.9,9.1,61,35.3,100
2022-04-22T00:00,12.6,7.7,995.9,1001.5,16.6,11.8,93,11.6,10.7,77,31.7,100
2022-04-22T06:00,11.3,8.3,991.2,996.8,7.7,11.4,96,10.7,10.4,319,18,100
2022-04-22T12:00,13.9,1.9,993.3,998.9,26.3,13.4,78,10.1,10.1,272,50,99
2022-04-22T18:00,12.4,0.6,996.8,1002.4,14,12.1,83,9.6,10.3,282,26.6,100
2022-04-23T00:00,9.9,0,1000.7,1006.4,10.6,10.7,91,8.4,7.9,260,18.7,41
2022-04-23T06:00,9.1,0,1001.2,1006.9,3.7,9.5,93,7.9,8,169,7.2,99
2022-04-23T12:00,21.3,0,1002.3,1007.8,6.3,17.6,50,10.4,20.5,211,22.3,53
2022-04-23T18:00,17.5,0,999.6,1005.1,10.7,16.4,77,13.5,17.1,110,20.5,99
2022-04-24T00:00,14.1,2,999.1,1004.7,22.8,13.4,76,9.9,10.7,186,46.8,28
2022-04-24T06:00,12.1,0.1,1000.6,1006.2,1.8,11.3,73,7.4,11.1,360,16.6,27
2022-04-24T12:00,15.1,3.9,999.9,1005.5,8.7,15.2,70,9.7,13.7,322,34.6,100
2022-04-24T18:00,13.4,4.8,999.6,1005.2,5.4,13.9,80,10,12.6,200,20.2,100
2022-04-25T00:00,10.6,0,1002.6,1008.3,16.6,10.9,83,7.8,7.5,231,29.2,22
2022-04-25T06:00,9.8,0,1002.8,1008.5,6.4,9.6,87,7.7,8.2,227,13.3,97
2022-04-25T12:00,19.8,0.8,1004.7,1010.2,11.9,16.8,53,9.8,18,256,30.2,54
2022-04-25T18:00,18,0.3,1005.5,1011.1,8.7,16.8,53,8.1,16.2,253,19.4,53
2022-04-26T00:00,10.7,0,1007.4,1013.1,9.2,11.6,76,6.7,8.5,211,13.3,100
2022-04-26T06:00,11.1,0,1008,1013.7,6.4,11.2,85,8.6,9.7,317,13.7,34
2022-04-26T12:00,21.1,0.1,1008.2,1013.7,13.1,18.1,41,7.6,18.6,261,27.7,55
2022-04-26T18:00,17.5,0.1,1007.1,1012.7,2.6,17.9,74,12.9,18.1,146,14,8
2022-04-27T00:00,12.6,0,1009.5,1015.2,10.6,13.3,66,6.4,10.1,242,18.4,0
2022-04-27T06:00,9.6,0,1011.5,1017.3,8.9,11.6,87,7.7,7.7,284,14.8,8
2022-04-27T12:00,18.5,0.6,1013.4,1019,12.5,17.9,66,12,17.2,12,28.8,33
2022-04-27T18:00,16.2,0.1,1013.6,1019.2,3.9,17.5,64,9.4,15.5,112,15.5,0
2022-04-28T00:00,9.7,0,1017,1022.8,7.4,11.9,93,8.6,8.3,141,13,0
2022-04-28T06:00,9.2,0,1017.1,1022.9,7.6,9.9,83,6.6,7.3,180,12.6,0
2022-04-28T12:00,17.8,0,1018.5,1024.1,11.7,17.3,43,5.2,15,72,27.7,0
2022-04-28T18:00,16.2,0,1016.9,1022.6,3.2,17.3,65,9.7,16.1,27,14.8,0
2022-04-29T00:00,9.6,0,1019.8,1025.6,11.2,11.1,81,6.5,7,33,14.8,0
2022-04-29T06:00,10.2,0,1019.1,1024.9,5.7,8.7,74,5.8,8.4,305,7.6,11
2022-04-29T12:00,18.5,0,1019.1,1024.7,16.9,16.9,38,3.8,14.7,50,37.4,0
2022-04-29T18:00,16.3,0,1016.2,1021.8,4.7,17.1,54,7.1,15.3,23,18.4,0
2022-04-30T00:00,9.2,0,1017,1022.8,4.2,11.4,66,3.2,7,250,9,0
2022-04-30T06:00,8.5,0,1015.3,1021.1,7.4,9.7,73,4,6,241,12.2,0
2022-04-30T12:00,19.6,0,1014.3,1019.9,9,18.1,41,6,17.5,29,23,0
2022-04-30T18:00,16.6,0,1011.2,1016.8,4.7,17.7,55,7.6,15.6,58,15.8,10
2022-05-01T00:00,7,0,1011.4,1017.2,5.9,11.6,95,6.2,5.2,218,11.2,61
2022-05-01T06:00,9.8,0,1010.4,1016.1,6.9,11.4,74,5.2,7.6,264,11.2,89
2022-05-01T12:00,19.1,0,1010.1,1015.7,7.7,17.6,47,7.6,17.3,307,23.4,50
2022-05-01T18:00,16.7,1.8,1008.7,1014.3,3.6,17.1,65,10.1,16.2,264,7.6,16
2022-05-02T00:00,10.2,0,1009.6,1015.3,9.6,12.3,90,8.6,8.5,250,15.5,9
2022-05-02T06:00,11.9,0,1009.1,1014.8,13,12.2,88,9.9,10,304,25.2,100
2022-05-02T12:00,18.5,0.8,1008.8,1014.4,10.1,18.1,63,11.4,17.5,343,25.6,51
2022-05-02T18:00,18,0.2,1006.8,1012.4,3.9,18.4,61,10.2,17.5,34,13.3,6
2022-05-03T00:00,10.6,0,1008.6,1014.3,8.4,12.9,86,8.4,8.9,245,14,0
2022-05-03T06:00,10.9,0,1008.6,1014.3,8.4,11.5,83,8.1,9.1,260,13.7,0
2022-05-03T12:00,20.8,0,1009.2,1014.7,9.4,19.2,45,8.4,19,58,23,6
2022-05-03T18:00,18.6,0,1008.1,1013.7,4.3,19.2,53,8.9,18.1,114,16.9,97
2022-05-04T00:00,8.9,0,1010.4,1016.2,5.5,13.1,87,6.9,7.4,203,10.8,20
2022-05-04T06:00,9.2,0,1011.4,1017.2,6.2,11.9,86,7.1,7.5,216,11.5,92
2022-05-04T12:00,22,0,1012,1017.5,4.3,20.4,42,8.6,21.1,85,16.2,0
2022-05-04T18:00,19.4,0,1010.7,1016.3,6.6,19.6,59,11.3,18.8,139,15.5,14
2022-05-05T00:00,13,0,1012.8,1018.5,10.4,14.3,80,9.6,11.4,214,17.6,100
2022-05-05T06:00,12.2,0,1012.7,1018.4,8.4,12.9,84,9.6,10.9,227,14,11
2022-05-05T12:00,20.5,0,1013.4,1019,9.8,19.6,60,12.5,19.9,84,24.5,100
2022-05-05T18:00,14.9,5.1,1012.3,1018,11.4,15.6,94,13.9,14.5,79,21.6,100
2022-05-06T00:00,14.4,3.9,1012.6,1018.3,10.6,14.3,97,13.9,14.1,100,19.1,100
2022-05-06T06:00,14.1,3,1011.6,1017.3,19.1,13.9,90,12.5,12,78,36.4,100
2022-05-06T12:00,16.8,0.9,1012.3,1017.9,20.8,15.4,72,11.6,14.2,81,42.1,100
2022-05-06T18:00,14.3,2.2,1012.2,1017.9,17.7,14.4,85,11.8,12.3,92,34.6,100
2022-05-07T00:00,13.8,1.9,1013.4,1019.1,15,13.4,89,12.1,12.3,69,29.2,100
2022-05-07T06:00,14.2,0,1012.5,1018.2,11,13.4,88,12.2,13.3,49,19.8,100
2022-05-07T12:00,18.5,0,1012.8,1018.4,15.9,18,62,11,16.5,72,34.6,100
2022-05-07T18:00,16.2,1.2,1011.8,1017.4,6.4,16.1,77,12.2,16,52,17.3,100
2022-05-08T00:00,12.1,0,1013,1018.7,7.2,13.2,98,11.8,11.6,270,12.2,31
2022-05-08T06:00,12.6,0,1012.5,1018.2,10.7,12.9,99,12.4,11.9,284,19.4,100
2022-05-08T12:00,19.2,1,1013.1,1018.7,11.1,17.8,72,14.1,18.9,36,26.3,100
2022-05-08T18:00,17.9,2.7,1012.9,1018.5,6.6,18.8,71,12.6,17.7,68,21.2,0
2022-05-09T00:00,12.1,0,1015.3,1021,8.4,13.9,95,11.4,11.3,260,14,0
2022-05-09T06:00,12.6,0,1015.9,1021.6,12.5,13.5,95,11.8,11.3,282,21.6,10
2022-05-09T12:00,21.5,0,1017,1022.6,10.1,20.4,59,13.1,21,27,25.9,10
2022-05-09T18:00,19.9,0,1015.6,1021.2,5.8,20.5,60,11.9,19.8,68,17.3,0
2022-05-10T00:00,11.9,0,1017.2,1022.9,7.2,14.7,93,10.7,11,243,13.3,0
2022-05-10T06:00,12.9,0,1016.3,1022,7.4,13.4,79,9.3,11.6,241,13.3,0
2022-05-10T12:00,24.5,0,1016.3,1021.8,4.5,21.8,47,12.2,24.6,331,19.1,15
2022-05-10T18:00,23.6,0,1013.2,1018.7,3.1,22.2,47,11.6,23.8,69,7.6,6
2022-05-11T00:00,14.9,0,1014.3,1020,8.9,16.6,81,11.8,14.2,220,15.5,2
2022-05-11T06:00,14.8,0,1014.2,1019.9,8.1,15.6,76,10.6,13.8,225,17.3,0
2022-05-11T12:00,26.3,0,1015.3,1020.8,3.3,23.8,45,13.4,27.1,41,14.4,6
2022-05-11T18:00,23.2,0,1013.1,1018.6,5.1,23.4,61,15.3,24.6,129,24.1,4
2022-05-12T00:00,18.5,0,1014.3,1019.9,16.6,18.5,49,7.5,15.4,231,30.6,0
2022-05-12T06:00,16.9,0,1014.9,1020.5,6.5,17,63,9.8,15.9,273,17.3,87
2022-05-12T12:00,27,0,1015.3,1020.7,9.7,24.1,37,10.9,26.1,266,23.4,69
2022-05-12T18:00,24,0,1013.5,1019,11.8,24.3,40,9.7,22.6,232,27,0
2022-05-13T00:00,18.2,0,1014.7,1020.3,14.6,18.5,40,4.3,14.8,232,26.6,0
