time,temperature_2m (Â°C),precipitation (mm),surface_pressure (hPa),pressure_msl (hPa),wind_speed_10m (km/h),soil_temperature_0_to_7cm (Â°C),relative_humidity_2m (%),dew_point_2m (Â°C),apparent_temperature (Â°C),wind_direction_10m (Â°),wind_gusts_10m (km/h),cloud_cover (%)
2022-10-22T12:00,24.7,0,1011.5,1017,21.4,21.1,55,15,23.2,216,40.7,100
2022-10-22T18:00,22.2,0,1013,1018.5,11.5,21.3,65,15.2,22.3,231,27,92
2022-10-23T00:00,17.2,0,1015.5,1021.1,6.4,18,90,15.6,18.2,137,11.2,87
2022-10-23T06:00,17.3,0,1015.5,1021.1,8.7,17.3,87,15.1,17.7,156,16.6,94
2022-10-23T12:00,26.1,0,1016.2,1021.7,10.1,22.8,52,15.4,26.5,253,22.3,86
2022-10-23T18:00,19.8,0,1014.8,1020.4,5.2,21.9,82,16.5,21.3,106,14.4,96
2022-10-24T00:00,17.8,0,1015.3,1020.9,5.1,18.5,81,14.4,18.5,176,12.6,100
2022-10-24T06:00,16.3,0,1014.1,1019.7,7.8,17.8,82,13.2,16.2,202,14.4,100
2022-10-24T12:00,23.7,0,1013.8,1019.3,9.2,21.9,59,15.2,24.1,138,22,87
2022-10-24T18:00,20.8,0,1011.7,1017.2,7.6,21.5,65,13.9,20.9,185,10.8,99
2022-10-25T00:00,20.8,0,1012.4,1017.9,16.2,18.5,65,13.9,19.7,212,28.1,100
2022-10-25T06:00,19.1,0,1012.2,1017.8,5.2,18.9,68,13.1,19.4,304,10.4,100
2022-10-25T12:00,23.5,0,1013.8,1019.3,7.8,22.7,65,16.6,24.6,326,20.2,12
2022-10-25T18:00,18.8,0,1013.8,1019.4,7.6,21.5,87,16.6,20,95,13.3,4
2022-10-26T00:00,14.8,0,1014.8,1020.5,6.1,17.8,97,14.2,15.3,230,10.8,0
2022-10-26T06:00,15,0,1015.2,1020.9,4.8,16.2,94,14.1,15.6,243,7.2,53
2022-10-26T12:00,22.9,0,1016.7,1022.2,5.1,21.6,67,16.4,24.3,356,16.6,36
2022-10-26T18:00,17.8,0,1017.5,1023.1,5.9,20.5,94,16.8,19.3,137,9.7,0
2022-10-27T00:00,13.8,0,1019.7,1025.4,1.9,16.8,99,13.6,14.7,202,5.4,0
2022-10-27T06:00,13.1,0,1020.8,1026.5,3.7,15.9,97,12.6,13.3,259,6.5,2
2022-10-27T12:00,22,0,1022.2,1027.8,5.4,21,72,16.8,23.6,8,16.6,79
2022-10-27T18:00,17.5,0,1021.5,1027.2,6.8,20,95,16.6,18.8,148,11.5,6
2022-10-28T00:00,14.1,0,1022.4,1028.1,6.9,16.8,100,14.1,14.4,231,11.9,99
2022-10-28T06:00,14.1,0,1022.2,1027.9,6.9,15.9,96,13.4,14.2,264,11.9,8
2022-10-28T12:00,22.4,0,1022.6,1028.2,6.9,21,65,15.4,23.2,317,19.4,0
2022-10-28T18:00,16.6,0,1021.3,1027,6.3,19.6,92,15.3,17.5,114,9.7,13
2022-10-29T00:00,12.6,0,1021.7,1027.5,7.1,16.1,100,12.6,12.4,229,12.6,100
2022-10-29T06:00,12.1,0,1020.4,1026.2,6.1,15,95,11.4,11.7,220,11.5,0
2022-10-29T12:00,22.5,0,1020.5,1026.1,4.4,20.5,59,14.2,23.3,325,14.4,0
2022-10-29T18:00,16.7,0,1018.6,1024.3,5.2,19.4,89,14.8,17.5,155,10.1,0
2022-10-30T00:00,11.5,0,1018.5,1024.3,5.9,15.4,99,11.4,11.1,232,11.2,0
2022-10-30T06:00,12,0,1017.5,1023.2,4.5,14.3,77,8.1,10.8,241,8.6,11
2022-10-30T12:00,23.2,0,1017.5,1023,4.2,20.2,52,12.8,23.5,329,14.4,0
2022-10-30T18:00,16.9,0,1016.2,1021.8,5.1,19.1,84,14.1,17.5,135,10.1,0
2022-10-31T00:00,11.9,0,1016.6,1022.3,7.1,15.2,90,10.2,10.9,229,13,0
2022-10-31T06:00,10.2,0,1016.3,1022.1,5.6,13.9,92,9,9.1,225,10.8,0
2022-10-31T12:00,23.4,0,1016.7,1022.2,4.1,20.1,54,13.5,23.9,52,14,1
2022-10-31T18:00,16.2,0,1015.9,1021.5,5.9,19,91,14.8,16.9,133,9.4,98
2022-11-01T00:00,12.7,0,1016.5,1022.2,8.7,15.1,83,9.9,11.4,222,14.4,85
2022-11-01T06:00,11.9,0,1016,1021.7,7.4,14.2,81,8.7,10.5,231,14,27
2022-11-01T12:00,21.7,0,1017.1,1022.7,5.4,19.3,45,9.1,20.7,360,18,98
2022-11-01T18:00,16.8,0,1017.4,1023,5.4,18.7,75,12.4,16.8,160,7.6,100
2022-11-02T00:00,13.2,0.5,1018.2,1023.9,4.3,15.4,93,12.2,13.3,246,8.3,13
2022-11-02T06:00,10.9,0,1018.1,1023.9,4.3,13.9,97,10.4,10.4,265,8.6,22
2022-11-02T12:00,20.8,0,1018,1023.6,5,19.4,61,13.1,21.1,60,15.5,6
2022-11-02T18:00,15.4,0,1017,1022.7,4.8,18.1,93,14.4,16.2,63,9.4,100
2022-11-03T00:00,14.1,0,1017.1,1022.8,3.1,15.9,100,14.1,14.9,225,7.6,100
2022-11-03T06:00,11.6,1.7,1016,1021.7,3.1,14,100,11.6,11.6,234,11.9,100
2022-11-03T12:00,17,0,1014.3,1019.9,3,17.1,86,14.7,18.1,76,11.9,100
2022-11-03T18:00,15,0.4,1010.4,1016,9.2,17,95,14.1,15,149,16.6,100
2022-11-04T00:00,15.4,0,1004.3,1009.9,8.8,15.2,86,13.1,15,102,18,100
2022-11-04T06:00,16.6,4.1,997.7,1003.2,9,15.6,84,13.9,16.6,175,22.7,100
2022-11-04T12:00,21.1,0.1,997.7,1003.2,21.6,18.9,43,8.2,17.5,246,41.4,57
2022-11-04T18:00,13.9,0.1,998.1,1003.7,5.4,16.5,82,10.9,13.4,94,10.1,100
2022-11-05T00:00,10.4,0,999.8,1005.5,9.8,13.3,88,8.5,8.6,276,16.2,94
2022-11-05T06:00,9.4,0,1002.3,1008,15.4,12.8,79,5.9,6.1,286,30.2,100
2022-11-05T12:00,13.4,12.4,1006.4,1012.1,10.4,13.6,84,10.7,12,268,24.8,62
2022-11-05T18:00,11,0.9,1007.5,1013.2,5.6,13.8,84,8.4,9.8,285,9,16
2022-11-06T00:00,13.7,0,1010.2,1015.9,14.1,12.8,56,4.9,10.4,40,25.2,0
2022-11-06T06:00,7.8,0,1011.5,1017.3,15.5,11.1,86,5.6,4.5,271,25.6,30
2022-11-06T12:00,16.8,0,1012.3,1017.9,14.2,15.4,48,5.7,13.6,30,29.5,3
2022-11-06T18:00,10.4,0,1011.5,1017.2,4.1,13.6,75,6.2,8.8,225,4.7,100
2022-11-07T00:00,7.4,0,1013.1,1018.9,8.1,10.6,82,4.4,4.9,212,14,89
2022-11-07T06:00,6.8,0,1013.3,1019.1,8.2,9.6,67,1.2,3.7,218,15.5,0
2022-11-07T12:00,16.6,0,1015.5,1021.1,5.9,14.8,49,5.8,14.7,14,16.6,0
2022-11-07T18:00,10.4,0,1015.3,1021.1,5.4,13.2,84,7.8,9,172,10.1,0
2022-11-08T00:00,5.3,0,1016.2,1022.1,6,10.1,100,5.3,3.3,213,12.2,100
2022-11-08T06:00,6.4,0,1015.6,1021.4,4,9.7,99,6.3,4.9,207,8.3,0
2022-11-08T12:00,18,0,1015.8,1021.4,4.1,15.1,63,10.9,17.7,75,13,100
2022-11-08T18:00,12.4,0,1014.3,1020,6.3,14,90,10.7,11.7,121,11.2,88
2022-11-09T00:00,10.9,0,1014.7,1020.5,7.4,11.7,91,9.5,9.6,247,14,78
2022-11-09T06:00,10.9,0,1013.9,1019.6,7.7,11,90,9.4,9.7,208,13,25
2022-11-09T12:00,20,0,1013.8,1019.4,2.3,16.8,56,10.9,20,141,12.6,29
2022-11-09T18:00,13.4,0,1013,1018.7,7.6,14.9,81,10.2,12.4,177,11.5,97
2022-11-10T00:00,11.7,0,1013.8,1019.5,6,12.9,91,10.2,10.9,197,11.2,100
2022-11-10T06:00,10.8,0,1014.3,1020,2.6,11.8,97,10.4,10.5,164,5,100
2022-11-10T12:00,13.4,3.9,1019.3,1025,9.9,13.6,92,12.1,12.6,289,22,100
2022-11-10T18:00,13.8,0.3,1022.7,1028.4,8.7,14,93,12.6,13.4,275,15.1,100
2022-11-11T00:00,13.4,0,1025.7,1031.5,10.1,13.6,93,12.3,12.6,287,18,100
2022-11-11T06:00,11.6,0,1026.3,1032.1,9.2,13.1,97,11.2,10.6,281,16.2,8
2022-11-11T12:00,16.8,0,1028.5,1034.2,10,16,66,10.4,15.5,319,24.1,100
2022-11-11T18:00,13.1,0,1027.2,1033,6.3,15,90,11.4,12.6,294,10.8,100
2022-11-12T00:00,10,0,1027.8,1033.6,8.7,12.3,98,9.6,8.7,265,14.4,57
2022-11-12T06:00,10.6,0,1025.6,1031.4,10.1,11.7,95,9.9,9.2,272,18.7,100
2022-11-12T12:00,15.7,0,1024.3,1030,9.2,14.4,73,10.8,14.6,296,19.4,100
2022-11-12T18:00,11,0,1021.7,1027.5,7,13.1,95,10.2,10.1,305,11.2,95
2022-11-13T00:00,9.4,0,1020.5,1026.3,13.6,11.9,100,9.4,7.3,287,22.7,15
2022-11-13T06:00,9.2,0,1019,1024.8,9.8,10.9,100,9.2,7.6,262,16.6,55
2022-11-13T12:00,14.4,0.6,1019.1,1024.8,9.7,13.6,79,10.7,13.2,315,23.4,100
2022-11-13T18:00,11.8,0.4,1017.7,1023.4,5,12.9,91,10.4,11.2,240,9,100
2022-11-14T00:00,10.6,2.1,1018,1023.8,9,11.6,95,9.9,9.3,272,15.5,100
2022-11-14T06:00,8.6,0.3,1017.2,1023,9,10.1,100,8.6,7,272,14.4,100
2022-11-14T12:00,10.8,2.7,1016.7,1022.5,13,11.2,94,9.8,8.8,316,27.7,100
2022-11-14T18:00,10.8,0.9,1016.1,1021.9,7.3,11.4,92,9.5,9.6,281,15.5,100
2022-11-15T00:00,7.5,0,1015.8,1021.6,7,9.1,92,6.3,5.6,249,16.2,0
2022-11-15T06:00,4.3,0,1013.8,1019.7,3.8,7.4,100,4.3,2.4,197,8.3,100
2022-11-15T12:00,11.6,0,1011.7,1017.4,6,10.9,84,9.1,10.5,107,14.4,100
2022-11-15T18:00,10.9,4.8,1007.6,1013.3,6.1,10.9,94,10.1,10.1,130,10.4,100
2022-11-16T00:00,9.9,5,1004.9,1010.6,9.1,10.4,97,9.5,8.5,263,20.5,100
2022-11-16T06:00,9.2,2.3,1000.1,1005.8,8,10.1,99,9.1,7.8,278,14.4,100
2022-11-16T12:00,11.9,0,998.5,1004.1,11.8,11.8,86,9.6,10.1,297,24.5,100
2022-11-16T18:00,10.4,0.2,997.2,1002.9,5.1,11.6,95,9.6,9.5,266,12.2,100
2022-11-17T00:00,10.2,1.2,998.2,1003.9,5.5,10.9,92,9.1,9.2,259,13.3,100
2022-11-17T06:00,8.4,0,997,1002.7,6.3,9.5,100,8.3,7,167,13,100
2022-11-17T12:00,15.6,0,996.5,1002.1,6.1,13.5,83,12.8,15.6,90,15.8,59
2022-11-17T18:00,12.4,0,995.6,1001.2,9.2,12.4,95,11.7,11.6,159,16.6,61
2022-11-18T00:00,11.1,0,995.1,1000.7,10.3,11.3,94,10.2,9.7,205,17.6,68
2022-11-18T06:00,10.9,0,991.9,997.5,5.8,10.8,93,9.8,10.1,300,13.3,39
2022-11-18T12:00,14.9,0,994,999.6,16.2,13.4,79,11.2,12.9,307,32.8,46
2022-11-18T18:00,8.6,0,996.5,1002.2,5,11.9,98,8.2,7.4,201,10.8,0
2022-11-19T00:00,7.3,0,999.2,1004.9,4.7,9.8,98,7.1,5.9,189,11.5,98
2022-11-19T06:00,9.6,0.1,999,1004.7,8.3,10.2,93,8.4,7.9,252,14.8,99
2022-11-19T12:00,12.9,0,1000,1005.6,7.6,12.1,87,10.9,12.1,275,16.2,100
2022-11-19T18:00,10.4,12.6,998.5,1004.2,9.7,10.9,96,9.8,8.9,297,18,100
2022-11-20T00:00,9.5,12.7,1001.5,1007.2,12.4,10.3,95,8.8,7.4,292,21.6,100
2022-11-20T06:00,8.4,2.5,1003,1008.7,17.2,9.5,97,7.8,5.3,290,30.6,100
2022-11-20T12:00,12.5,0.3,1005.8,1011.5,14.8,11.6,74,8,9.8,347,35.3,100
2022-11-20T18:00,8.1,0.1,1005.2,1011,9.4,10.4,85,5.7,5.6,277,16.2,4
2022-11-21T00:00,4.6,0,1005.7,1011.5,7.1,7.9,91,3.2,2,225,12.6,0
2022-11-21T06:00,3.5,0.1,1004.4,1010.2,6.4,6.8,92,2.2,0.8,243,10.8,35
2022-11-21T12:00,13.7,0.1,1003.4,1009,7,11.3,61,6.4,11.8,78,16.9,30
2022-11-21T18:00,10.1,0,1000.7,1006.4,10.2,10.6,80,6.8,7.7,190,17.3,100
2022-11-22T00:00,10.9,0,995.7,1001.3,11.1,10.4,78,7.2,8.5,115,22.7,100
2022-11-22T06:00,10.2,10,986.5,992.1,23.9,9.9,86,8,6.2,102,43.9,100
2022-11-22T12:00,10.6,5,980.8,986.4,18.2,10.8,87,8.6,7.6,279,34.9,100
2022-11-22T18:00,7.3,11.1,982.9,988.5,46.5,8.6,91,5.9,-0.4,290,85.3,100
2022-11-23T00:00,7.7,21.5,993.3,999,24.1,8,84,5.1,3,309,52.6,100
2022-11-23T06:00,7.9,1.8,996.2,1001.9,11.2,8.1,85,5.4,5.1,285,25.2,18
2022-11-23T12:00,12.8,0,999,1004.6,1.1,11.3,60,5.2,11.5,162,13.3,0
2022-11-23T18:00,7.4,0,999.5,1005.2,6.4,10.6,85,5.1,5.3,164,16.6,0
2022-11-24T00:00,5.4,0,1002.5,1008.3,6.5,7.6,92,4.2,3.1,276,12.2,0
2022-11-24T06:00,5.2,0,1006.1,1011.9,9.4,7,91,3.8,2.3,268,16.6,16
2022-11-24T12:00,12.9,0,1009.1,1014.8,6.1,10.9,61,5.4,10.8,298,15.5,0
2022-11-24T18:00,7.2,0,1010.1,1015.9,4.4,9.2,87,5.2,5.3,215,9,35
2022-11-25T00:00,3.6,0,1012.2,1018.1,3.9,6.8,98,3.3,1.5,214,7.6,34
2022-11-25T06:00,6.2,0,1013.3,1019.1,5.1,6.7,85,3.8,4,266,8.6,100
2022-11-25T12:00,13.6,0,1013.2,1018.9,5.1,10.9,70,8.2,12.3,45,14.4,100
2022-11-25T18:00,9.6,0.3,1013.4,1019.2,6.2,10.2,88,7.7,8.1,277,11.9,100
2022-11-26T00:00,8.8,0.4,1014.7,1020.5,11.3,9.1,94,7.9,6.6,277,19.1,100
2022-11-26T06:00,7.8,2.2,1015.7,1021.5,12,8.8,98,7.6,5.4,286,20.9,100
2022-11-26T12:00,10.8,6.3,1018.8,1024.6,13.5,9.8,87,8.6,8.4,295,33.8,62
2022-11-26T18:00,9.8,0,1020.8,1026.6,7.9,10.1,75,5.6,7.5,43,18.7,9
2022-11-27T00:00,7.2,0,1022.8,1028.7,11.8,7.3,82,4.3,4.1,23,14.8,32
2022-11-27T06:00,3.8,0,1022.2,1028.1,12.8,6.1,99,3.5,0.4,260,23.8,16
2022-11-27T12:00,10.9,0,1022.2,1028,11.1,9.5,77,7.1,8.5,299,23.4,25
2022-11-27T18:00,6.3,0.1,1019.8,1025.7,8.4,8.7,95,5.6,4,277,15.5,37
2022-11-28T00:00,4.9,0,1017.9,1023.8,7.9,6.8,94,4.1,2.4,254,14,100
2022-11-28T06:00,3.4,0,1014.9,1020.8,8.3,5.8,95,2.7,0.5,272,17.3,96
2022-11-28T12:00,8.5,0,1012.9,1018.7,9,8.4,79,5,6,307,18.7,100
2022-11-28T18:00,6.5,0,1011.9,1017.7,7,7.8,91,5.1,4.3,291,11.9,100
2022-11-29T00:00,5.8,1.1,1011.2,1017,9.2,6.9,96,5.3,3.4,281,16.2,100
2022-11-29T06:00,5.2,0.4,1010,1015.8,6.5,6.2,94,4.4,3,270,12.6,100
2022-11-29T12:00,7.4,2,1010.3,1016.1,10.5,7.9,95,6.8,5.1,308,19.4,100
2022-11-29T18:00,8.6,1.5,1010.2,1016,4.4,8,91,7.2,7.2,325,6.8,100
2022-11-30T00:00,7.1,0.3,1011.5,1017.3,5.1,7.3,93,5.9,5.3,321,15.8,100
2022-11-30T06:00,3.5,0.1,1011.2,1017.1,16.3,5.4,93,2.5,-0.6,295,30.2,100
2022-11-30T12:00,6.9,0,1012.1,1017.9,16.1,7.1,80,3.7,3.1,286,31.3,100
2022-11-30T18:00,6.1,0,1011.4,1017.2,11.2,7.2,82,3.2,2.8,276,23.4,89
2022-12-01T00:00,5.2,0.2,1012.6,1018.5,16.2,6.7,89,3.5,1.3,283,28.8,100
2022-12-01T06:00,5.5,0,1011.4,1017.2,13.3,6.7,85,3.1,2,289,25.6,100
2022-12-01T12:00,8.6,0,1012.1,1017.9,12.4,8.2,80,5.3,5.6,280,26.3,100
2022-12-01T18:00,6.9,0.1,1011.8,1017.6,11.2,8.1,81,3.8,3.9,291,22,90
2022-12-02T00:00,7.1,0,1013.2,1019,10.6,7.6,76,3.2,3.9,288,19.1,100
2022-12-02T06:00,5.2,0,1012.5,1018.4,9.7,6.9,85,2.9,2.1,270,16.9,96
2022-12-02T12:00,9,0,1012.6,1018.4,5.4,8.9,79,5.6,7.1,318,15.8,70
2022-12-02T18:00,4.7,0.6,1012.6,1018.5,6.3,6.9,99,4.6,2.4,301,9,100
2022-12-03T00:00,6.5,0,1012.5,1018.3,4.7,6.9,97,6,4.8,266,9.4,100
2022-12-03T06:00,6.6,1,1011.3,1017.1,6.2,7.2,96,6,4.7,249,12.2,100
2022-12-03T12:00,10.9,0.1,1009.9,1015.6,1.6,10,87,8.8,10.4,27,11.2,100
2022-12-03T18:00,8.5,0.5,1009.6,1015.4,1.8,8.7,99,8.3,7.8,259,4.7,100
2022-12-04T00:00,7.6,0.1,1007.9,1013.7,10.1,8,100,7.6,5.5,272,15.8,100
2022-12-04T06:00,7.8,3.2,1004.5,1010.3,6.2,7.9,95,7.2,6.2,234,13,50
2022-12-04T12:00,11.5,0,1007.7,1013.4,3.6,10.4,90,9.9,11,45,13.7,57
2022-12-04T18:00,7.3,0,1010.5,1016.3,1.9,8.6,100,7.3,6.4,248,5,100
2022-12-05T00:00,7,0,1012.4,1018.2,2.9,8.1,100,7,5.8,97,8.3,100
2022-12-05T06:00,9.4,0.4,1011.4,1017.2,7.4,8.8,91,8,7.8,166,17.3,86
2022-12-05T12:00,14.3,0,1011.9,1017.6,2.3,11.9,84,11.7,14.5,231,9.7,82
2022-12-05T18:00,11.6,0,1010.7,1016.4,9.3,11.1,81,8.5,9.8,208,15.1,28
2022-12-06T00:00,7.3,0,1012.4,1018.2,9.8,9.2,100,7.3,5.2,287,19.8,100
2022-12-06T06:00,8.6,0,1011.1,1016.9,4.8,9.4,92,7.4,7.2,318,9.4,67
2022-12-06T12:00,10.4,0,1010.9,1016.6,3.9,10.4,82,7.6,9.2,326,11.2,100
2022-12-06T18:00,7.3,0,1009.5,1015.3,4.8,9.4,95,6.6,5.8,333,7.2,100
2022-12-07T00:00,7.3,1.4,1009.3,1015.1,4.1,8.5,94,6.4,5.9,308,10.4,100
2022-12-07T06:00,6.2,3.1,1007.8,1013.6,6.7,7.7,95,5.4,4,306,13.7,100
2022-12-07T12:00,7.6,0,1007.8,1013.6,10.9,8.4,85,5.2,4.8,304,22.7,100
2022-12-07T18:00,5.1,0,1007.2,1013,5.1,7.7,96,4.4,3,274,7.9,12
2022-12-08T00:00,4.6,0,1007.4,1013.2,7.3,6.1,95,3.8,2,281,13.3,98
2022-12-08T06:00,4.6,0,1005.7,1011.5,6.3,6.4,96,4.1,2.3,294,11.2,100
2022-12-08T12:00,8.2,0,1005.3,1011.1,6.3,8.4,81,5.2,6.1,294,18.4,51
2022-12-08T18:00,5.5,0.2,1004.8,1010.6,3,7.4,98,5.2,3.9,194,7.6,97
2022-12-09T00:00,6.4,0.5,1003.8,1009.6,7.6,7.3,99,6.2,4.3,262,14.8,100
2022-12-09T06:00,6.1,1.3,1000.6,1006.4,8.7,6.8,97,5.6,3.7,246,15.5,100
2022-12-09T12:00,9.4,2.7,994.7,1000.4,10.7,8.5,99,9.2,7.6,102,19.8,100
2022-12-09T18:00,5.2,1.1,994.7,1000.5,11.9,7.2,100,5.2,2.3,273,21.2,100
2022-12-10T00:00,4.4,0.2,996.2,1002,9,6.2,100,4.4,1.8,270,17.6,100
2022-12-10T06:00,5.7,3.8,994.3,1000,5.8,6.6,96,5.2,3.7,292,13,100
2022-12-10T12:00,6.7,4.4,992.8,998.5,10.2,7.4,94,5.8,4.2,302,20.2,100
2022-12-10T18:00,6.5,6.2,992.1,997.8,11.4,6.9,94,5.7,3.8,288,21.2,100
2022-12-11T00:00,6.8,0.7,993.4,999.1,14.2,7,94,5.9,3.8,286,28.4,100
2022-12-11T06:00,6.9,4.4,992.4,998.1,2.5,7,95,6.1,5.6,262,5,100
2022-12-11T12:00,6.4,3.2,994.6,1000.3,26.6,6.8,87,4.4,1.2,344,50.8,100
2022-12-11T18:00,4.4,0.4,997.8,1003.6,15.1,6.8,88,2.7,0.6,308,29.5,100
2022-12-12T00:00,3,0,1001.7,1007.5,11.9,5.4,83,0.3,-0.8,284,25.6,89
2022-12-12T06:00,-0.5,0,1002.8,1008.7,5.7,3,93,-1.5,-3.7,235,11.5,91
2022-12-12T12:00,6.1,0,1004.6,1010.4,3.7,6.1,68,0.6,3.5,331,13,83
2022-12-12T18:00,0.4,0,1005.3,1011.2,7.9,4.4,98,0.1,-2.9,300,9,32
2022-12-13T00:00,0.7,0,1006.2,1012.1,6.6,3,98,0.4,-2.3,257,11.9,100
2022-12-13T06:00,1.5,1.8,1003.6,1009.5,6,3.1,100,1.5,-1.3,303,11.2,100
2022-12-13T12:00,3.7,1.6,1003.6,1009.4,9.9,4.2,95,2.9,0.6,289,18.4,100
2022-12-13T18:00,1.5,0.3,1004.5,1010.4,12.3,2.9,89,-0.1,-2.4,277,24.8,100
2022-12-14T00:00,2.3,0,1004.3,1010.2,11.5,3,75,-1.6,-1.7,290,19.1,100
2022-12-14T06:00,2.5,0,1001.8,1007.6,8.9,3.3,72,-2.1,-1.2,284,18,100
2022-12-14T12:00,3.5,0.5,1000.7,1006.5,9.8,4.1,76,-0.3,-0.2,298,18.7,100
2022-12-14T18:00,2.6,0.8,999.8,1005.6,9.9,3.6,90,1.2,-0.8,289,17.3,100
2022-12-15T00:00,1,0,1000.8,1006.7,6,2.5,97,0.6,-1.9,253,11.2,48
2022-12-15T06:00,1.8,0,1001.6,1007.5,2.5,3.5,100,1.8,-0.4,172,6.1,100
2022-12-15T12:00,8.2,0,1002,1007.7,5.5,6.4,90,6.7,6.6,23,15.8,100
2022-12-15T18:00,8.6,4.9,997.1,1002.8,9.2,6.2,96,7.9,6.7,135,16.6,100
2022-12-16T00:00,5.1,1.4,995.4,1001.2,2.7,5.9,100,5.1,3.5,203,18.4,100
2022-12-16T06:00,3.8,1.6,997.5,1003.3,9,4.7,98,3.5,0.9,265,16.6,100
2022-12-16T12:00,5,9.3,999.3,1005.1,2,5.9,99,4.9,3.5,225,12.2,100
2022-12-16T18:00,4.4,0.3,1001.2,1007,7.1,5.7,100,4.4,2.1,294,14,100
2022-12-17T00:00,4.2,0,1004.5,1010.3,7.3,5.1,100,4.2,1.8,279,13,100
2022-12-17T06:00,4.5,0,1007.3,1013.1,7.2,5,99,4.4,2.1,233,14.8,100
2022-12-17T12:00,7.7,0.1,1012.5,1018.3,9.7,6.9,87,5.8,5.2,297,19.1,97
2022-12-17T18:00,7.2,1.5,1015.9,1021.7,7.8,7.4,95,6.4,5.1,283,13.7,100
2022-12-18T00:00,7.3,0,1020.6,1026.5,9.3,7.2,94,6.4,5.1,283,16.2,100
2022-12-18T06:00,6.2,0,1024,1029.9,12,6.8,87,4.3,3.1,291,21.2,100
2022-12-18T12:00,7.2,0.4,1027,1032.9,10,7.3,84,4.7,4.4,291,21.6,100
2022-12-18T18:00,4.3,0.1,1028.3,1034.3,6.6,6.6,93,3.3,1.8,292,10.8,100
2022-12-19T00:00,3,0,1029.8,1035.8,8.4,5.2,95,2.3,0.1,301,13.7,40
2022-12-19T06:00,4.2,0,1029.1,1035.1,7.2,5.3,94,3.3,1.6,288,14,100
2022-12-19T12:00,6.7,0,1029.1,1035,3.7,7.1,85,4.4,4.8,299,11.9,100
2022-12-19T18:00,5.3,0,1027.8,1033.7,2.8,6,95,4.6,3.6,320,6.1,100
2022-12-20T00:00,4.4,0,1026.9,1032.9,0,5.8,100,4.4,3.1,270,5.8,100
2022-12-20T06:00,4.2,0,1024.8,1030.7,0.8,5.5,99,4.1,2.7,243,10.1,100
2022-12-20T12:00,6.1,0,1023.3,1029.2,1.8,6.7,97,5.6,4.7,11,10.4,100
2022-12-20T18:00,4.9,0,1021.2,1027.1,2.5,6.4,100,4.9,3.3,180,8.6,100
2022-12-21T00:00,4,0,1019.9,1025.8,0.8,5.6,100,4,2.5,333,7.2,100
2022-12-21T06:00,5,0,1016.9,1022.8,4,5.3,95,4.3,3.1,190,8.6,100
2022-12-21T12:00,13.1,0,1015.4,1021.1,1.4,9.6,76,9.1,12.7,360,7.9,100
2022-12-21T18:00,7.2,0,1014.3,1020.1,5.1,7.3,98,6.8,5.6,51,9,100
2022-12-22T00:00,5.8,0,1014,1019.9,2.1,6.8,100,5.8,4.4,211,6.8,100
2022-12-22T06:00,4.9,0,1012.8,1018.7,3.2,6.2,100,4.9,3.2,360,7.2,100
2022-12-22T12:00,8.1,0,1011.9,1017.7,5.5,8.1,96,7.6,6.7,67,13.7,100
2022-12-22T18:00,8.1,0,1011.3,1017.1,7.6,8.2,98,7.8,6.5,188,12.6,100
2022-12-23T00:00,7.7,0,1010.9,1016.7,4.6,7.9,100,7.7,6.4,315,8.6,100
2022-12-23T06:00,5.9,0.4,1009.7,1015.5,5.8,6.6,100,5.8,4,277,11.2,100
2022-12-23T12:00,8.9,0,1010.4,1016.2,1.9,8.4,93,7.9,8.1,338,11.2,100
2022-12-23T18:00,8.8,0,1009.7,1015.5,3.5,8.7,97,8.2,7.8,66,5.8,100
2022-12-24T00:00,7.7,0,1009.6,1015.4,6.6,8.2,100,7.7,6.1,279,11.5,100
2022-12-24T06:00,7.9,0,1010.4,1016.2,7.9,8.1,97,7.4,6.1,219,14.4,100
2022-12-24T12:00,10.6,0,1012.1,1017.8,2.9,9.8,87,8.4,9.7,30,9.7,100
2022-12-24T18:00,9.8,0,1013.5,1019.3,4.4,9.6,97,9.3,9,125,5,100
2022-12-25T00:00,9.4,0,1016.1,1021.9,3.9,9.3,96,8.8,8.5,304,6.8,100
2022-12-25T06:00,9,0.3,1017.1,1022.9,4.4,9.1,97,8.6,8,261,8.3,100
2022-12-25T12:00,11.2,0.2,1018.8,1024.6,2.6,10.8,89,9.5,10.7,16,10.8,100
2022-12-25T18:00,10.3,0,1019,1024.8,3.3,10.7,97,9.9,9.8,96,5.4,100
2022-12-26T00:00,9.3,0,1019.9,1025.7,2.2,9.9,100,9.3,8.8,279,6.5,100
2022-12-26T06:00,9.4,0,1020.1,1025.9,3.1,9.9,99,9.2,8.7,126,7.6,100
2022-12-26T12:00,14.3,0,1019.4,1025.1,5.4,12.1,87,12.1,14.2,90,16.6,62
2022-12-26T18:00,8.4,0,1019,1024.8,4.6,9.8,100,8.4,7.4,162,9,100
2022-12-27T00:00,7.1,0,1018.7,1024.5,2.5,8.9,100,7.1,6,262,7.6,100
2022-12-27T06:00,8.1,0,1018.7,1024.5,7.3,8.7,97,7.7,6.4,213,13,10
2022-12-27T12:00,13.7,0,1020.1,1025.8,7.3,11.9,86,11.4,13.1,20,17.3,32
