time,temperature_2m (Â°C),relative_humidity_2m (%),precipitation (mm),surface_pressure (hPa),soil_temperature_0_to_7cm (Â°C),wind_speed_10m (km/h),wind_direction_10m (Â°),wind_gusts_10m (km/h),dew_point_2m (Â°C),apparent_temperature (Â°C),cloud_cover (%),pressure_msl (hPa)
2024-01-21T18:00,1.7,66,0,1027.5,4.2,8,288,11.2,-4,-2.1,100,1033.5
2024-01-22T00:00,-3.5,67,0,1028.1,0.9,5.9,259,10.4,-8.8,-7.6,0,1034.2
2024-01-22T06:00,-3.4,61,0,1027.1,0.6,6.9,223,12.2,-9.9,-7.6,0,1033.2
2024-01-22T12:00,6.3,47,0,1025.4,3.3,2.7,67,11.5,-4.1,3.2,78,1031.3
2024-01-22T18:00,1.4,76,0,1022.7,3.9,6.2,173,10.8,-2.3,-2,95,1028.7
2024-01-23T00:00,3.9,87,0.5,1020.6,3.6,6.1,130,25.2,1.9,1.2,100,1026.5
2024-01-23T06:00,4.6,96,0.3,1021,4.7,6.4,333,10.4,4.1,2.2,100,1026.9
2024-01-23T12:00,8.1,62,0,1023.8,6.7,6.3,294,16.9,1.3,5.3,0,1029.7
2024-01-23T18:00,4.8,85,0,1025.6,6.2,6.1,140,9.4,2.5,2.1,50,1031.5
2024-01-24T00:00,0.5,99,0,1026.9,3.1,3.1,216,7.9,0.3,-2,18,1032.9
2024-01-24T06:00,-0.2,99,0,1025.2,2.7,3.6,233,8.6,-0.3,-2.8,82,1031.2
2024-01-24T12:00,8.4,83,0,1023.6,6.7,6.4,52,16.9,5.7,6.3,99,1029.5
2024-01-24T18:00,4,95,0,1021.5,5.7,3.3,186,5.8,3.3,2,100,1027.4
2024-01-25T00:00,2.7,95,0,1020.5,3.5,4.6,225,6.1,2,0.2,99,1026.5
2024-01-25T06:00,1.8,100,0,1018.9,2.8,4.7,247,8.3,1.8,-0.7,95,1024.9
2024-01-25T12:00,9.9,79,0,1020.8,7.2,4.6,321,14.4,6.4,8.3,11,1026.6
2024-01-25T18:00,6.4,82,0,1020.4,6.3,4.1,232,5.4,3.5,4.3,53,1026.3
2024-01-26T00:00,3.8,97,0,1020.1,3.3,1,225,2.9,3.3,2.1,100,1026
2024-01-26T06:00,2.7,100,0,1020.2,3.5,3.1,306,7.9,2.7,0.6,100,1026.2
2024-01-26T12:00,7.7,85,0,1022.2,6.8,2.5,315,12.6,5.3,6.1,98,1028.1
2024-01-26T18:00,4.8,90,0,1020.8,6.3,8,297,9.7,3.3,2,99,1026.7
2024-01-27T00:00,2,100,0,1021.3,3.2,3.2,243,6.5,2,-0.3,98,1027.3
2024-01-27T06:00,2.4,100,0,1022.6,3.7,8.2,293,14,2.4,-0.5,100,1028.6
2024-01-27T12:00,8.1,88,0,1025.6,7.3,5.4,37,16.2,6.2,6.3,48,1031.5
2024-01-27T18:00,4.6,98,0,1026.1,7.7,5,90,10.1,4.3,2.5,21,1032
2024-01-28T00:00,4,100,0,1029.7,5.3,1,225,6.8,4,2.4,100,1035.7
2024-01-28T06:00,2.5,99,0,1031.3,4.5,4.3,294,13.3,2.2,0.1,100,1037.3
2024-01-28T12:00,7.7,83,0,1032.6,7.2,3.7,61,13.7,4.9,5.9,32,1038.5
2024-01-28T18:00,3.2,100,0,1031.3,6.2,4.9,107,8.3,3.2,0.8,100,1037.3
2024-01-29T00:00,3.5,91,0,1032.1,4.9,3.4,288,10.1,2.2,1.2,100,1038.1
2024-01-29T06:00,1.3,92,0,1031.2,4,6.3,283,14,0.1,-1.7,100,1037.2
2024-01-29T12:00,6.6,78,0,1031.7,6.6,3.7,331,14,3,4.4,11,1037.6
2024-01-29T18:00,5,90,0,1030.7,5.2,1.8,127,2.9,3.5,3.2,0,1036.7
2024-01-30T00:00,-1.4,99,0,1031.5,2.1,3.6,225,7.9,-1.6,-4.3,92,1037.6
2024-01-30T06:00,-0.6,100,0,1030.8,2,6.8,245,13.7,-0.6,-3.9,99,1036.9
2024-01-30T12:00,7.4,77,0,1031.1,6.1,4,360,14.4,3.6,5.4,22,1037
2024-01-30T18:00,5.2,81,0,1029.9,4.3,3.2,180,4.3,2.2,2.9,47,1035.9
2024-01-31T00:00,-1.1,93,0,1030.2,1,6.9,264,7.9,-2.1,-4.6,5,1036.3
2024-01-31T06:00,-0.8,91,0,1029.3,1.1,4.6,252,6.8,-2,-3.8,100,1035.4
2024-01-31T12:00,8.9,68,0,1028.9,6,6.2,324,17.3,3.4,6.5,32,1034.8
2024-01-31T18:00,6.9,71,0,1027.1,5.4,4.5,256,6.1,2.1,4.5,100,1033
2024-02-01T00:00,1.5,92,0,1026.2,3,4.3,228,9.4,0.4,-1.1,42,1032.2
2024-02-01T06:00,-2.2,94,0,1023.3,1.8,5.6,220,11.2,-3,-5.6,0,1029.4
2024-02-01T12:00,10.7,55,0,1021.9,6.5,3.1,54,11.2,2,8.4,100,1027.7
2024-02-01T18:00,7.2,80,0,1020.7,7.1,6.5,264,8.6,3.9,4.8,77,1026.6
2024-02-02T00:00,2.3,94,0,1022.7,3.3,8.3,275,13.7,1.5,-0.8,50,1028.7
2024-02-02T06:00,1.4,85,0,1023.2,2.5,7.3,250,13.7,-0.8,-1.9,34,1029.2
2024-02-02T12:00,11,62,0,1024.6,7.3,4.2,329,13.7,4,9,24,1030.4
2024-02-02T18:00,5.5,88,0,1023.1,7.6,7.1,139,8.3,3.8,3,2,1029
2024-02-03T00:00,1.1,97,0,1023.4,4,3.8,221,8.6,0.7,-1.4,0,1029.4
2024-02-03T06:00,0.2,98,0,1021.9,3.2,4.1,232,7.6,-0.2,-2.6,0,1027.9
2024-02-03T12:00,11.4,68,0,1021.5,8.1,6.7,54,17.6,5.6,9.3,0,1027.3
2024-02-03T18:00,5.6,95,0,1019.1,8.3,5.8,120,8.6,4.8,3.4,0,1025
2024-02-04T00:00,3.1,90,0,1019.3,4.2,5.2,236,6.5,1.5,0.5,19,1025.2
2024-02-04T06:00,4.7,84,0,1018.1,3.7,3.5,294,7.6,2.2,2.4,40,1024
2024-02-04T12:00,12.2,75,0,1019.7,8.6,4.4,9,14.8,8,11.1,94,1025.5
2024-02-04T18:00,6.6,97,0,1018.3,9,6.6,139,14,6.2,4.7,98,1024.2
2024-02-05T00:00,4.2,96,0,1018.7,4.9,8.7,246,10.1,3.7,1.5,52,1024.6
2024-02-05T06:00,6.2,93,0,1017.6,4.2,3.7,259,5,5.2,4.5,29,1023.5
2024-02-05T12:00,10.9,84,0,1019.4,8.9,6.1,50,17.6,8.2,9.5,25,1025.2
2024-02-05T18:00,6.5,96,0,1018.1,9.4,7.6,95,12.6,5.9,4.4,92,1024
2024-02-06T00:00,4.2,100,0,1018.7,5.9,2.1,211,5.4,4.2,2.6,95,1024.6
2024-02-06T06:00,4.8,99,0,1018,5.9,1.3,236,6.5,4.7,3.3,100,1023.9
2024-02-06T12:00,11,81,0,1017.5,9.4,6.2,54,17.3,7.8,9.5,100,1023.3
2024-02-06T18:00,7,99,0,1015,9.1,8.4,140,17.3,6.8,5,100,1020.8
2024-02-07T00:00,4.8,97,0,1013.2,6.4,6.1,220,10.8,4.4,2.6,40,1019.1
2024-02-07T06:00,5.5,97,0,1011.3,6.4,6.9,208,12.2,5.1,3.3,53,1017.1
2024-02-07T12:00,13.9,73,0,1009.4,10.2,3,76,13,9.1,13.2,99,1015.1
2024-02-07T18:00,10.2,91,0.1,1006.7,10.6,6.6,99,11.2,8.9,8.9,50,1012.4
2024-02-08T00:00,6.7,92,0,1005.6,6.8,4.7,212,7.6,5.5,4.9,21,1011.4
2024-02-08T06:00,5.9,93,0,1004.4,5.9,2.7,157,3.6,4.8,4.3,80,1010.2
2024-02-08T12:00,14.6,67,0,1005.4,10.9,8.4,20,18.7,8.5,12.9,57,1011
2024-02-08T18:00,10.4,83,0,1003.1,11.1,7.7,101,9,7.7,8.7,78,1008.8
2024-02-09T00:00,9.2,87,0,1002.8,8.4,10.8,178,17.3,7.2,6.9,100,1008.5
2024-02-09T06:00,10.8,81,0,999.5,9.4,7.8,124,20.2,7.6,9,100,1005.2
2024-02-09T12:00,12.6,80,0,998.6,10.2,5.7,162,11.5,9.1,11.5,100,1004.2
2024-02-09T18:00,15.1,58,0,994.9,12.1,20.8,194,44.6,7.1,11.4,100,1000.5
2024-02-10T00:00,11.9,81,1.1,993.4,10.6,18,160,32.8,8.8,9,100,999
2024-02-10T06:00,11.8,66,0,989.8,10.6,14.8,113,25.9,5.7,8.6,100,995.4
2024-02-10T12:00,13.1,79,0.3,989.1,11.1,11.8,113,20.9,9.6,11.3,100,994.7
2024-02-10T18:00,10.6,90,4.6,986.6,10.4,18.5,111,33.5,9.1,7.7,100,992.2
2024-02-11T00:00,10.6,91,4.9,983.7,9.9,13.5,138,25.6,9.2,8.4,100,989.3
2024-02-11T06:00,9.6,93,4.6,983.7,9.4,5.7,288,15.1,8.5,8.3,100,989.3
2024-02-11T12:00,13.9,70,0,987.2,12.1,5.5,259,12.6,8.5,12.8,99,992.7
2024-02-11T18:00,10.5,80,0.2,989.8,11.2,9.8,298,17.6,7.2,8.3,57,995.4
2024-02-12T00:00,8.2,90,0,994.1,8.8,8.4,280,14.4,6.7,6.2,46,999.8
2024-02-12T06:00,4.8,97,0.2,996,7.1,4.6,225,9.7,4.4,2.8,100,1001.8
2024-02-12T12:00,13.2,67,0.1,999.1,11.6,6.8,302,20.2,7.3,11.6,43,1004.7
2024-02-12T18:00,7.8,91,0.1,1001,10.9,8.2,322,10.4,6.4,5.8,100,1006.7
2024-02-13T00:00,5.8,95,0,1005.4,7.4,5.6,255,8.6,5.1,3.8,100,1011.2
2024-02-13T06:00,6.2,92,0,1008.8,7.6,8.6,272,14.8,5.1,3.8,100,1014.6
2024-02-13T12:00,13.6,71,0,1012.8,11.4,12.5,314,27.4,8.4,11.4,1,1018.5
2024-02-13T18:00,9,83,0,1013.9,11.1,8.1,283,10.1,6.2,6.9,0,1019.7
2024-02-14T00:00,3,98,0,1016.6,6.9,6.7,216,12.2,2.6,0.3,0,1022.5
2024-02-14T06:00,0.9,100,0,1018,5.8,6,213,11.9,0.9,-2,93,1024
2024-02-14T12:00,13.4,58,0,1019.7,10.6,4.8,13,15.1,5.3,11.6,0,1025.4
2024-02-14T18:00,8.6,97,0,1019.2,11.1,5.4,138,9,8.1,7.3,32,1025
2024-02-15T00:00,3,94,0,1019.6,6.8,2,225,5.8,2.2,1,0,1025.5
2024-02-15T06:00,2,95,0,1019,5.7,2,225,5,1.2,-0.2,6,1025
2024-02-15T12:00,11.4,77,0,1018.8,10.2,4.8,48,15.8,7.6,10.1,71,1024.6
2024-02-15T18:00,7.3,94,0,1017,10.1,6.1,87,14,6.4,5.6,100,1022.8
2024-02-16T00:00,4,100,0,1016.5,6.8,0.4,270,4.7,4,2.5,100,1022.4
2024-02-16T06:00,4.9,100,0,1016.2,6.8,3,284,9.4,4.9,3.3,100,1022.1
2024-02-16T12:00,11.2,77,0,1016.4,10.6,5,360,16.2,7.4,9.8,46,1022.2
2024-02-16T18:00,7.1,97,0,1016.4,10,5.9,76,18.4,6.6,5.3,100,1022.2
2024-02-17T00:00,5.7,100,0,1018,7.4,1.8,217,4.3,5.7,4.3,99,1023.9
2024-02-17T06:00,3.8,96,2.1,1019.1,5.7,6.1,208,8.3,3.2,1.4,47,1025
2024-02-17T12:00,12.9,75,0,1022.1,11.1,4.3,355,15.5,8.6,11.9,37,1027.9
2024-02-17T18:00,7.8,97,0,1023.2,10.6,3.7,79,9,7.4,6.6,73,1029.1
2024-02-18T00:00,4.5,99,0,1025.6,6.9,3.1,225,5.8,4.4,2.7,44,1031.5
2024-02-18T06:00,4.1,95,0,1025.6,5.9,5.9,259,7.6,3.3,1.7,1,1031.6
2024-02-18T12:00,12.9,79,0,1025.8,11,7,12,19.1,9.4,11.8,13,1031.6
2024-02-18T18:00,7.4,95,0,1023,10.7,5.4,127,9.4,6.8,5.8,62,1028.9
2024-02-19T00:00,4.2,100,0,1020.6,6.8,4.3,265,7.6,4.2,2.1,99,1026.5
2024-02-19T06:00,5.8,95,0.1,1018.7,6.8,4.2,250,9,5.1,4,100,1024.6
2024-02-19T12:00,13.9,70,0,1019.3,11.3,8.5,324,22.3,8.4,12.2,0,1025
2024-02-19T18:00,9.6,92,0,1018.7,11.5,6.6,112,12.2,8.3,8.1,0,1024.5
2024-02-20T00:00,3.9,100,0,1018.7,7.4,3.2,207,9.7,3.8,2,100,1024.6
2024-02-20T06:00,4.3,98,0,1018.2,6.7,5.2,258,11.2,4,2.2,100,1024.1
2024-02-20T12:00,13.3,76,0,1019.8,11.4,9.8,336,23.4,9.1,11.6,52,1025.5
2024-02-20T18:00,9.2,88,0,1019.2,11.6,2.8,140,6.5,7.3,8.2,1,1025
2024-02-21T00:00,4.7,97,0,1020,7.5,7.5,235,13,4.2,2.2,19,1025.9
2024-02-21T06:00,2.2,94,0,1019.6,5.9,4.3,228,9.4,1.4,-0.3,0,1025.6
2024-02-21T12:00,14.8,55,0,1019.9,11.6,3.3,49,13.3,5.9,13.2,5,1025.6
2024-02-21T18:00,8.4,84,0,1016.6,11.4,7.6,135,12.2,5.9,6.3,100,1022.4
2024-02-22T00:00,7,73,0,1013.8,7.8,11,203,18.7,2.5,3.7,100,1019.6
2024-02-22T06:00,8.1,65,0,1010.7,8.1,10,218,13.3,1.9,4.8,100,1016.5
2024-02-22T12:00,15.9,44,0,1007.5,11.9,8,172,20.9,3.7,13.2,100,1013.1
2024-02-22T18:00,12.8,62,0.9,1004.1,11.2,12.9,193,23.4,5.7,9.8,100,1009.8
2024-02-23T00:00,11.6,66,0,999.6,10.2,11.3,173,20.2,5.5,8.8,100,1005.3
2024-02-23T06:00,12.4,65,3.9,994.9,10.4,21.3,158,40,6.1,8.4,100,1000.5
2024-02-23T12:00,16.6,64,0.2,991,13.1,16.8,113,50.8,9.8,14.1,100,996.5
2024-02-23T18:00,10.9,72,5.4,992.6,11.5,12.3,238,28.8,6.1,8.1,100,998.2
2024-02-24T00:00,8,82,0,995.9,8.6,3.4,108,7.2,5.2,6.3,61,1001.6
2024-02-24T06:00,6.2,87,0,999.6,7.6,10.2,157,17.6,4.2,3.3,19,1005.4
2024-02-24T12:00,14,48,0,1003.1,11.4,11.9,241,28.8,3,10.7,100,1008.7
2024-02-24T18:00,10.9,60,0,1003.4,11.6,9.1,171,15.1,3.3,8,100,1009.1
2024-02-25T00:00,4.9,87,0,1005,7.9,6,205,13,2.9,2.4,11,1010.8
2024-02-25T06:00,4.9,89,0,1005.5,6.9,6,245,10.4,3.3,2.5,57,1011.3
2024-02-25T12:00,13.6,58,0.2,1004.7,11.4,2.9,210,18,5.4,12,50,1010.3
2024-02-25T18:00,9.1,87,0.2,1003.5,11.7,6.4,117,10.8,7.2,7.5,12,1009.2
2024-02-26T00:00,4,89,0,1002.9,7.2,10.2,219,17.6,2.4,0.8,7,1008.7
2024-02-26T06:00,2.8,88,0,1000.5,6.2,4,207,10.8,0.9,0.2,100,1006.3
2024-02-26T12:00,13,55,0,1000.2,10.2,4.5,104,13.3,4.2,11,100,1005.8
2024-02-26T18:00,10.2,92,1.9,999.6,9.6,14.6,99,25.2,8.9,7.8,100,1005.3
2024-02-27T00:00,10.1,85,1.4,999.1,9.1,17.3,126,34.9,7.7,7,100,1004.8
2024-02-27T06:00,10.9,82,7.4,999,9.3,18.6,122,33.8,7.9,7.6,100,1004.7
2024-02-27T12:00,13.6,81,0.4,1001.8,11.6,14,90,33.8,10.4,11.6,100,1007.4
2024-02-27T18:00,11.6,91,1.9,1001.8,11.9,4.6,45,10.1,10.2,11,100,1007.5
2024-02-28T00:00,9.7,98,3.2,1004.3,9.2,3.4,252,5.8,9.4,9,100,1010
2024-02-28T06:00,8.6,100,1.3,1006.7,9.1,9.2,281,14.8,8.6,6.8,100,1012.5
2024-02-28T12:00,12.6,91,8.6,1008.8,11.7,3.9,56,10.8,11.1,12.3,100,1014.5
2024-02-28T18:00,11.9,97,0.5,1009.9,12,7.6,59,24.5,11.4,11.2,100,1015.6
2024-02-29T00:00,10.5,94,2.3,1010.3,10.1,4.5,194,9,9.5,9.7,99,1016
2024-02-29T06:00,11.4,91,0.5,1008.4,10.6,12.7,82,25.2,10.1,9.6,99,1014.1
2024-02-29T12:00,12.6,85,0.2,1008.1,12.2,8.7,52,21.6,10.1,11.3,100,1013.8
2024-02-29T18:00,10.6,94,0.3,1004.6,12.1,8.4,65,13,9.6,9.2,100,1010.3
2024-03-01T00:00,11,95,3.4,1001.8,10.8,6.4,38,11.9,10.2,10.2,100,1007.5
2024-03-01T06:00,11.4,96,6.5,998.2,10.9,21.2,69,35.3,10.8,8.6,100,1003.8
2024-03-01T12:00,15.4,71,0.1,998.5,13.9,12.3,93,31.7,10.1,13.6,88,1004.1
2024-03-01T18:00,11.6,83,1.7,998.9,12.6,5.8,173,15.8,8.9,10.4,100,1004.5
2024-03-02T00:00,10.5,85,0,1000.9,10.9,5.1,129,9,8,9.2,100,1006.6
2024-03-02T06:00,8.9,97,10.9,1001.4,9.9,4.3,132,14.4,8.4,7.8,96,1007.1
2024-03-02T12:00,13.6,77,1,1003.9,12.6,3.8,319,12.6,9.6,12.9,39,1009.5
2024-03-02T18:00,12.6,65,0.4,1003.8,13.1,9,247,15.8,6.3,10.4,14,1009.5
2024-03-03T00:00,6.5,93,0,1005.1,9.1,8.2,195,13.7,5.5,4.2,57,1010.9
2024-03-03T06:00,8.6,85,0,1003.8,8.8,7.7,169,12.2,6.2,6.5,100,1009.5
2024-03-03T12:00,16.8,50,0,1001.9,13.6,17.8,148,36,6.2,13.3,73,1007.5
2024-03-03T18:00,11.9,85,0,999,12.9,17.7,114,39.6,9.4,9.1,100,1004.6
2024-03-04T00:00,10.6,91,2.6,997.8,10.7,7.4,137,12.2,9.1,9.3,100,1003.5
2024-03-04T06:00,8.6,75,0,998.8,9.1,3.5,246,7.9,4.4,6.8,100,1004.5
2024-03-04T12:00,11.4,75,0.4,1000.7,10.8,13,298,25.6,7.1,8.7,100,1006.4
2024-03-04T18:00,11.1,90,1.1,1001.8,11,14.6,57,25.2,9.5,8.8,100,1007.5
2024-03-05T00:00,9,96,0.2,1005.2,9.2,12,291,20.9,8.4,6.8,62,1010.9
2024-03-05T06:00,7.6,91,0,1005.3,8.4,8.4,230,17.6,6.3,5.4,3,1011.1
2024-03-05T12:00,16.5,60,0,1006.6,13.9,4.4,305,18,8.6,15.5,1,1012.2
2024-03-05T18:00,12.9,84,4.9,1006.4,13.5,6.5,183,13.3,10.4,12.1,100,1012.1
2024-03-06T00:00,7.5,93,0,1007.2,9.5,6.9,189,13,6.4,5.6,16,1013
2024-03-06T06:00,7.1,73,0,1007.2,7.3,3.8,73,10.4,2.6,4.9,3,1013
2024-03-06T12:00,14.4,48,0,1009,12.8,2.6,214,20.2,3.5,12.5,23,1014.6
2024-03-06T18:00,9.4,70,0,1009.2,11.8,9,151,19.8,4.3,6.8,100,1014.9
2024-03-07T00:00,6.7,87,0,1011.4,8.6,11.5,284,20.2,4.7,3.7,100,1017.2
2024-03-07T06:00,5.6,90,0.7,1011.7,7.4,8.6,292,18,4,2.9,100,1017.5
2024-03-07T12:00,12.9,59,0.1,1012.3,12.2,0.5,45,12.2,5,11.6,23,1018
2024-03-07T18:00,9.5,82,0,1010.8,12.2,6.5,90,22,6.6,7.7,9,1016.6
2024-03-08T00:00,5.6,92,0,1011.3,8.2,7.9,137,14.4,4.3,3,8,1017.1
2024-03-08T06:00,3.2,94,0,1010,6.6,4.3,185,7.6,2.3,0.8,37,1015.9
2024-03-08T12:00,13.9,56,0.1,1009.9,12.2,9.1,97,22.7,5.2,11.4,35,1015.6
2024-03-08T18:00,10.6,80,0.4,1008,11.8,11.1,103,22.3,7.2,8.3,58,1013.7
2024-03-09T00:00,8.8,92,1.3,1006.9,9.4,5.1,176,10.8,7.7,7.5,100,1012.6
2024-03-09T06:00,8.4,92,2.4,1004.8,9,8.2,113,13,7.3,6.6,100,1010.5
2024-03-09T12:00,14.8,68,0,1004.9,13.8,1.8,360,14.8,8.9,14.2,97,1010.5
2024-03-09T18:00,10.1,86,0.6,1004.5,11.8,5.8,90,18,7.9,8.7,95,1010.2
2024-03-10T00:00,8.4,96,0,1003.1,9.6,9.7,153,16.6,7.8,6.4,100,1008.8
2024-03-10T06:00,10.8,78,0,999,10.5,16.6,120,29.9,7.1,7.6,100,1004.7
2024-03-10T12:00,14.6,72,2.4,994.7,11.7,21.7,119,42.5,9.6,11.3,100,1000.3
2024-03-10T18:00,10.4,79,6.7,996.3,11.2,8.4,170,14,7,8.4,100,1002
2024-03-11T00:00,7.1,91,0,999,8.6,10.9,224,19.8,5.8,4.5,100,1004.7
2024-03-11T06:00,6.3,95,0,998.6,7.5,2.9,300,8.3,5.6,4.8,100,1004.4
2024-03-11T12:00,13.9,67,0,999.9,12.4,7.6,335,22.7,7.8,12.3,100,1005.5
2024-03-11T18:00,11.5,81,0.1,999.7,13.2,9.8,107,16.9,8.4,9.6,100,1005.4
2024-03-12T00:00,8.1,90,1.7,1003.1,9.1,8.3,236,15.1,6.6,6.1,24,1008.8
2024-03-12T06:00,6.1,90,0,1004.8,7.4,8.1,238,14,4.6,3.6,75,1010.6
2024-03-12T12:00,15.9,54,0,1007.6,13.4,11.7,313,26.3,6.5,13.3,24,1013.2
2024-03-12T18:00,11.7,73,0,1007.5,13.6,7.4,67,9.4,7,9.8,4,1013.2
2024-03-13T00:00,6,93,0,1010.3,8.9,7.2,217,13.3,5,3.7,5,1016.1
2024-03-13T06:00,5.2,91,0,1010.1,7.9,1.1,180,10.1,3.8,3.6,99,1015.9
2024-03-13T12:00,14.8,62,0,1012,12.7,2.5,352,11.2,7.7,13.8,100,1017.7
2024-03-13T18:00,11.9,86,0,1010.9,13.8,6.2,80,13.3,9.6,10.9,1,1016.6
2024-03-14T00:00,4.8,98,0,1012.4,8.9,4.8,207,10.4,4.6,2.8,11,1018.3
2024-03-14T06:00,3.5,99,0,1012.3,7.7,2.4,207,6.5,3.3,1.6,1,1018.2
2024-03-14T12:00,16.1,66,0,1013.1,13.9,7.3,57,19.8,9.9,15,100,1018.7
2024-03-14T18:00,11.4,90,0,1011.5,13.6,5.4,90,13.3,9.9,10.5,15,1017.2
2024-03-15T00:00,8.3,75,0,1011.7,9.4,8.9,223,15.5,4.2,5.6,23,1017.5
2024-03-15T06:00,6.7,83,0,1011.9,8.1,9,233,14.8,4,4,7,1017.7
2024-03-15T12:00,16.8,57,0,1012.4,13.9,11.5,274,24.8,8.3,14.7,100,1018
2024-03-15T18:00,14.9,61,0,1011.8,14,1.6,63,5.4,7.4,14.1,100,1017.5
2024-03-16T00:00,11.2,81,0,1012.7,10.8,9,233,15.5,8.1,9.4,100,1018.4
2024-03-16T06:00,11.2,82,0.1,1012.5,10.4,2.9,210,5.8,8.4,10.4,33,1018.2
2024-03-16T12:00,16.8,64,0,1013.8,15.2,5.9,349,17.6,9.9,15.9,9,1019.4
2024-03-16T18:00,13.6,78,0.2,1013.7,15.1,7.7,118,18,9.9,12.5,6,1019.4
2024-03-17T00:00,8.8,94,0,1016,10.9,5.6,225,11.2,7.8,7.4,5,1021.8
2024-03-17T06:00,7.2,98,0,1016.3,10.2,3.2,207,6.8,6.9,6,100,1022.1
2024-03-17T12:00,18.6,65,0,1016.6,16.4,6.1,50,17.6,11.9,18.3,100,1022.2
2024-03-17T18:00,14.6,81,0,1014.2,15.6,4.8,117,13.7,11.4,14.4,100,1019.9
2024-03-18T00:00,9.4,90,0,1012.9,11.5,6.2,216,10.4,7.8,7.9,100,1018.7
2024-03-18T06:00,8.3,92,0,1011,10.6,8.8,215,14.8,7,6.3,100,1016.8
2024-03-18T12:00,16.2,70,0.3,1009.4,14.4,1.5,166,9.7,10.7,16.3,100,1015
2024-03-18T18:00,11.9,94,1.5,1007.4,13.1,7.2,53,14.8,10.9,11.1,100,1013.1
2024-03-19T00:00,11.2,98,3.9,1009.7,11.7,7.3,303,12.6,10.9,10.4,100,1015.4
2024-03-19T06:00,9.8,100,0,1010.8,10.2,4.5,284,10.4,9.8,9.1,100,1016.5
2024-03-19T12:00,15.4,71,0.5,1012.8,14.6,6,57,16.6,10.2,14.7,91,1018.4
2024-03-19T18:00,12.2,86,0.1,1013.4,14.2,7.6,115,21.6,9.9,11.1,2,1019.1
2024-03-20T00:00,8,87,0,1015.7,10.3,6.5,177,12.6,6.1,6.1,26,1021.5
2024-03-20T06:00,5.8,94,0,1015.8,9.1,3.6,217,7.2,4.8,4,0,1021.7
2024-03-20T12:00,16.5,55,0,1017,14.9,13,92,28.4,7.3,13.9,0,1022.7
2024-03-20T18:00,11.8,83,0,1016.9,14.4,6.6,81,17.3,9,10.5,94,1022.6
2024-03-21T00:00,6.5,97,0,1017.5,9.7,5.1,231,9.4,6.1,4.8,88,1023.4
2024-03-21T06:00,6.8,96,0,1017,9.2,5.5,212,11.5,6.1,5,34,1022.8
2024-03-21T12:00,18,65,0,1016,15.8,6.6,45,19.4,11.3,17.5,0,1021.6
2024-03-21T18:00,14.4,74,0,1013.6,15.6,9.4,90,19.8,9.8,13,95,1019.3
2024-03-22T00:00,11.3,95,3.2,1015.1,11.9,4.7,351,5.4,10.6,10.8,95,1020.8
2024-03-22T06:00,10.3,100,0,1015.6,11.3,10.9,287,19.1,10.2,8.8,100,1021.4
2024-03-22T12:00,17,68,0,1015.6,16.1,5.1,352,16.9,10.9,16.5,100,1021.2
2024-03-22T18:00,14.7,76,0,1012.1,16.4,5.8,112,8.3,10.4,14,88,1017.8
2024-03-23T00:00,9.1,94,0,1010.8,11.6,7.7,208,14,8.1,7.4,55,1016.6
2024-03-23T06:00,9.6,80,0,1008.1,10.6,9.2,225,12.2,6.2,7.3,100,1013.8
2024-03-23T12:00,20.5,47,0,1005.2,16.9,18.9,235,37.1,8.7,17.4,40,1010.7
2024-03-23T18:00,17.1,54,0,1001.5,16.6,14.2,263,47.5,7.8,14.5,41,1007.1
2024-03-24T00:00,14.6,61,0,1002.3,13.8,18.7,254,31,7.1,11.1,53,1007.9
2024-03-24T06:00,11.4,74,0,1001.6,13.1,9.4,274,32,6.9,9.3,0,1007.3
2024-03-24T12:00,15.2,54,0,1002.2,15.8,12.8,328,32.8,6,12.3,16,1007.8
2024-03-24T18:00,12.9,71,0.2,1001.3,15.3,4,350,15.1,7.8,11.7,42,1006.9
2024-03-25T00:00,5.7,94,0,1002.6,9.9,4.4,235,8.6,4.8,3.8,0,1008.4
2024-03-25T06:00,2.1,100,0,1003.1,8.2,5.3,208,10.4,2.1,-0.5,3,1009
2024-03-25T12:00,16.5,39,0,1003.6,15,9.2,101,22.7,2.5,13.4,17,1009.2
2024-03-25T18:00,12.2,67,0,1000.9,14.1,16.8,105,33.1,6.2,8.9,94,1006.5
2024-03-26T00:00,5.8,89,0,1000.2,9.9,9.2,135,13.3,4.2,3.1,13,1006
2024-03-26T06:00,9.4,73,0,997.2,9.4,11.5,104,19.4,4.8,6.4,100,1002.9
2024-03-26T12:00,11.6,91,4.3,995.1,11.8,9.9,57,16.6,10.1,10.2,100,1000.7
2024-03-26T18:00,10.4,95,4.5,992.5,11.1,10.9,278,19.1,9.6,8.7,100,998.1
2024-03-27T00:00,9.5,94,0.5,992.3,10.1,4.3,246,11.2,8.6,8.5,100,997.9
2024-03-27T06:00,9.6,95,0,989.9,9.6,12,123,20.2,8.9,7.6,100,995.5
2024-03-27T12:00,14.2,90,3.8,987.3,12.3,11.8,142,27.4,12.7,13.4,100,992.8
2024-03-27T18:00,11.1,65,6.3,988.7,10.8,9.7,268,28.1,4.8,8.4,52,994.3
2024-03-28T00:00,6.3,83,0,992.9,8.1,9.5,115,22.3,3.7,3.5,18,998.6
